"","CT_ID_10","Guns_2020","PrivateConflict_2020","SocDis_2020","Violence_2020","NUM_REST","PRIVATENEGLECT","PUBLICDENIG_count","PropViol2020_rate","CodeViol2020_rate","AV_LAND_PER_SF.res","AV_LAND_PER_SF.nonres","Buildingpermit_totalcount","Type","ForBorn","White","Black","Hispanic","MedHouseIncome","HomeOwnPer","ListingsFreq.Clist","MedianRent.Clist","ListingsFreq.Airbnb","MedianRent.Airbnb"
"95",25025081700,19.7542760780535,11.0816670681763,4.81811611659841,33.7268128161889,2,92,94,14.4543483497952,481.811611659841,82.9145061546371,4.75271787219006,31,"R",0.254385964912281,0.0370927318295739,0.581203007518797,0.27593984962406,32183,0.186251468860164,37,1900,382,68
"96",25025081800,12.8976784178848,13.7575236457438,8.02522212668386,30.6678131269705,4,117,104,40.1261106334193,329.607337345944,71.8791443805775,14.1120606010048,45,"R",0.275151515151515,0.0633333333333333,0.503939393939394,0.359393939393939,30767,0.358600583090379,27,2400,775,38
"97",25025081900,18.3171150543789,16.5998855180309,1.14481969089868,30.6239267315398,1,86,77,22.8963938179737,329.135661133372,72.2087544156895,6.94316416520457,35,"R",0.378239740820734,0.0369870410367171,0.633099352051836,0.318034557235421,27745,0.136900625434329,19,2100,652,36
"98",25025082000,9.09357582868877,10.8536227632737,2.64007040187738,31.3875036667644,2,70,71,32.2675271340569,316.808448225286,62.3570041025127,15.0754899444664,43,"R",0.172756503946215,0.0467699503069278,0.674071908798597,0.248173048816136,43077,0.34219001610306,6,2350,121,68
"99",25025082100,10.6086956521739,9.04347826086956,2.60869565217391,26.2608695652174,11,136,70,15.6521739130435,443.478260869565,45.8538791092643,9.36710240086305,31,"R",0.374791597199066,0.0695231743914638,0.554184728242748,0.309603201067022,25125,0.13855150697256,10,1950,250,79
"100",25025090100,11.8492618492619,13.986013986014,4.66200466200466,31.2742812742813,8,174,139,31.0800310800311,271.950271950272,88.7963757138633,9.94452071584809,48,"R",0.396339037007561,0.0334261838440111,0.588539594110625,0.350576999602069,34195,0.168496158068057,8,2670,267,79
"101",25025090200,12.369540007731,21.2601468882876,8.89060688055663,48.3185156551991,8,73,56,23.1928875144956,324.700425202938,61.2748200904609,16.9037420993891,21,"R",0.355621805792164,0.0187393526405451,0.596678023850085,0.356899488926746,26755,0.192161820480405,22,1120,147,55
"102",25025090300,12.6837705390602,14.4133756125685,6.05361775727875,32.8624963966561,2,144,115,25.9440761026232,412.222542519458,67.5940564057049,13.7861291615414,37,"R",0.291760904684976,0.0458804523424879,0.596122778675283,0.348949919224556,30975,0.26302729528536,20,2450,15,80
"103",25025090400,5.78971746178786,12.2742010189903,4.86336266790181,33.8119499768411,7,97,70,4.63177396943029,646.132468735526,69.4332034541683,8.96502499210863,43,"R",0.483166515013649,0.014786169244768,0.52115559599636,0.416287534121929,38750,0.434716981132075,18,2500,247,75
"104",25025090600,6.15621392843401,10.7733743747595,9.23432089265102,18.8534051558292,4,52,56,7.69526741054252,1223.54751827626,59.509603356753,15.5747214575041,21,"I",0.422262773722628,0.0510948905109489,0.651459854014598,0.181021897810219,50117,0.36284289276808,26,2600,291,55
"105",25025090700,9.52626158599382,14.4181256436663,19.56745623069,50.9783728115345,17,197,258,7.72399588053553,713.182286302781,96.640474545323,18.7574986730512,56,"I",0.244971634863332,0.697008767405879,0.073233625580196,0.102114492006189,70346,0.315336013785181,169,2800,1408,100
"106",25025090901,1.05568751649512,1.3196093956189,1.3196093956189,10.820797044075,7,14,5,0,0,0,146.333905542314,6,"I",0.464002189980838,0.251847796331782,0.118806460443471,0.335888310977279,25662,0.00277777777777778,6,2300,85,68
"107",25025091001,4.38153016514998,13.8186720593192,12.8075497135153,23.9298955173576,11,51,96,13.4816312773846,262.891809908999,70.4894809330893,178.761717600572,38,"I",0.315136476426799,0.519673874512584,0.224034030485643,0.0446650124069479,94896,0.328878990348924,131,2300,1109,79
"108",25025091100,3.15258511979823,9.03741067675494,5.67465321563682,14.291719209752,6,159,154,10.5086170659941,435.056746532156,116.977895319091,6.2846982048977,47,"R",0.356371938563719,0.522000830220008,0.0726442507264425,0.087173100871731,84972,0.407123287671233,112,2800,1203,86
"109",25025091200,14.0888208269525,11.3323124042879,6.12557427258806,26.9525267993874,10,113,155,0,453.292496171516,99.056481817099,7.30840651233585,30,"R",0.320888888888889,0.387259259259259,0.25037037037037,0.175407407407407,87292,0.435070306038048,75,3000,407,75
"110",25025091300,13.2760640374854,9.76181179226865,8.59039437719641,37.4853572823116,10,63,37,0,593.518156969934,85.3283075028492,11.2175225857045,28,"R",0.400971599402093,0.0739910313901345,0.625186846038864,0.230941704035874,41020,0.285714285714286,48,3150,124,85
"111",25025091400,7.26698262243286,8.21484992101106,3.47551342812006,24.6445497630332,3,34,51,0,423.380726698262,57.4070636812592,16.6853750292929,24,"R",0.356658446362515,0.0761405672009864,0.481196054254007,0.374845869297164,45388,0.352284263959391,9,2450,102,100
"112",25025091500,5.3486529318542,9.7068145800317,2.37717908082409,18.026941362916,4,78,129,3.96196513470681,459.58795562599,82.1081526050772,3.44263282399647,36,"R",0.487480739599384,0.12904468412943,0.475731895223421,0.276194144838213,53651,0.465804066543438,34,2300,918,75
"113",25025091600,7.40502253702511,14.1661300708307,4.18544752092724,32.5177076625885,10,87,124,0,618.158403090792,81.5632540173724,12.550962690315,32,"R",0.406927808352218,0.185173195208805,0.308514082227258,0.167044350922629,47317,0.222611744084137,31,2200,313,52
"114",25025091700,14.0012445550716,11.5121344119477,7.4673304293715,25.5133789670193,5,96,95,15.556938394524,659.614187927816,112.430979867177,8.12053842865194,21,"R",0.473829201101928,0.0410162228344047,0.656259565350474,0.180899908172635,49800,0.299,23,2200,359,65
"115",25025091800,11.0544217687075,15.0226757369615,6.23582766439909,32.0294784580499,3,65,90,11.3378684807256,564.0589569161,88.7040067180519,10.0497237828841,38,"R",0.388376641519978,0.045822855546242,0.634814193908913,0.232187761944677,33784,0.253236245954693,23,2800,706,45
"116",25025091900,12.3986647591798,14.067715784454,5.0071530758226,36.480686695279,5,139,96,26.2279446828803,507.868383404864,76.8705481836592,7.26454244307897,25,"R",0.341651943462898,0.0479240282685512,0.600927561837456,0.314708480565371,54375,0.417461482024945,533,2300,224,50
"117",25025092000,9.16401720590986,10.2861417617356,4.48849822330279,28.2401346549467,9,99,152,5.61062277912848,379.652141387694,115.784977759263,7.20607426981128,35,"R",0.410912343470483,0.0776386404293381,0.568694096601073,0.210912343470483,57214,0.386389201349831,22,2300,370,71
"118",25025092101,5.15463917525773,11.4237949289496,6.68709947060462,30.3705767623293,19,179,186,4.17943716912789,530.788520479242,70.3528357766181,11.4429079982808,66,"R",0.423029640759459,0.276191777079634,0.213222237399262,0.10394754814916,56149,0.435813573180703,71,2195,431,100
"119",25025092200,22.8516253620856,8.36820083682008,10.2993241068555,37.3350498873511,10,64,104,9.65561635017702,588.992597360798,92.8459665178263,4.52647687063824,44,"R",0.350396099939062,0.242535039609994,0.367154174283973,0.15478366849482,71683,0.479828326180258,227,2000,695,75
"120",25025092300,12.6768867924528,16.8042452830189,4.12735849056604,33.0188679245283,5,116,74,8.84433962264151,539.504716981132,90.747541794431,7.22489691823982,41,"R",0.30932326459483,0.0415335463258786,0.640720302062155,0.280569270984606,55469,0.394167450611477,11,2500,150,75
"121",25025092400,11.2994350282486,12.520995571843,11.2994350282486,29.6228431821652,11,160,96,29.012062910368,377.156817834784,69.7431897055329,6.71291090849629,49,"R",0.245438952128489,0.00732886324653048,0.609231249025417,0.359893965382816,33591,0.220623501199041,16,2500,84,76
"122",25025100100,9.2436974789916,11.7647058823529,5.04201680672269,38.9355742296919,8,154,114,7.00280112044818,522.408963585434,65.2578853756978,6.57967379233162,49,"P",0.265506915727934,0.0213888492799087,0.69071723941252,0.253243975474119,28659,0.239673172945983,11,2475,35,55
